protein_id	human-baboon	human-cow	human-dog	human-mouse	human-opossum	baboon-cow	baboon-dog	baboon-mouse	baboon-opossum	cow-dog	cow-mouse	cow-opossum	dog-mouse	dog-opossum	mouse-opossum
Q9UHA3	0.012629	0.037988	0.025812	0.018869	0.070950	0.051039	0.038986	0.031687	0.084508	0.018818	0.031517	0.064234	0.019281	0.051619	0.064210
Q9UHA4	0.000010	0.007916	0.007916	0.024045	0.015943	0.007916	0.007916	0.024045	0.015943	0.000010	0.032171	0.023996	0.032171	0.023996	0.040500
Q9UHB6	0.042658	0.206187	0.199755	0.261584	0.422320	0.205999	0.197975	0.251989	0.430663	0.211069	0.291148	0.444644	0.301635	0.455732	0.466626
Q9UHB7	0.006506	0.036246	0.032105	0.061230	0.096912	0.036253	0.030452	0.059494	0.097836	0.023000	0.064747	0.100667	0.062129	0.096933	0.115181
Q9UHB9	0.004896	0.038099	0.026323	0.043080	0.092118	0.033235	0.028056	0.043259	0.089049	0.036291	0.054541	0.099329	0.044613	0.092026	0.111484
Q9UHC1	0.050077	0.216806	0.232229	0.329781	0.516405	0.212077	0.237644	0.338053	0.513442	0.221893	0.348090	0.527533	0.371997	0.533299	0.593479
Q9UHC7	0.008408	0.058654	0.038843	0.063033	0.147955	0.058683	0.036699	0.063063	0.145706	0.045177	0.081543	0.156470	0.060923	0.138410	0.147154
Q9UHC9	0.045008	0.210248	0.209646	0.273882	0.359940	0.209692	0.212017	0.269986	0.357811	0.216477	0.305508	0.378895	0.309665	0.381241	0.433973
Q9UHD0	0.062884	0.268996	0.284238	0.392042	0.739049	0.262882	0.300391	0.389147	0.775874	0.226234	0.446724	0.795415	0.426126	0.825471	0.921018
Q9UHD1	0.052329	0.040173	0.046772	0.046651	0.167427	0.085948	0.086954	0.079489	0.232891	0.030760	0.046541	0.153427	0.043708	0.160758	0.160351
Q9UHD4	0.028301	0.203535	0.115622	0.159517	0.184458	0.212972	0.119409	0.158242	0.182996	0.162363	0.250192	0.239738	0.170701	0.188291	0.199694
Q9UHD8	0.019972	0.072685	0.100485	0.098446	0.185820	0.074781	0.102536	0.104640	0.184209	0.075878	0.107260	0.180943	0.134209	0.179639	0.194303
Q9UHE8	0.018121	0.113986	0.101606	0.206878	0.313333	0.123944	0.111542	0.215327	0.325432	0.093285	0.234700	0.329908	0.221193	0.303686	0.377954
Q9UHF0	0.059883	0.391602	0.319816	0.397224	0.618694	0.416452	0.899624	0.466262	0.622924	0.174324	0.276240	0.483733	0.256924	0.474691	0.580426
Q9UHF1	0.051268	0.239492	0.281979	0.261659	0.560815	0.225490	0.276171	0.235593	0.563273	0.265923	0.301164	0.621382	0.350189	0.568181	0.660893
Q9UHF4	0.033591	0.303132	0.326424	0.465765	0.563028	0.302819	0.325586	0.460731	0.559746	0.306267	0.519139	0.552551	0.561804	0.597414	0.788199
Q9UHF5	0.028972	0.110989	0.084663	0.127022	0.535048	0.116239	0.090000	0.107157	0.530900	0.053944	0.129885	0.590357	0.114687	0.558822	0.580603
Q9UHF7	0.010850	0.047374	0.035386	0.070623	0.090924	0.046947	0.038508	0.071558	0.094254	0.042565	0.081709	0.100555	0.073049	0.087168	0.121218
Q9UHG0	0.046306	0.163511	0.135032	0.183599	0.333974	0.160724	0.129394	0.175547	0.313358	0.148245	0.238435	0.347400	0.201299	0.303191	0.327067
Q9UHG3	0.014058	0.256758	0.160717	0.241625	0.365799	0.252816	0.155628	0.236037	0.364412	0.208891	0.315657	0.404436	0.288538	0.365320	0.462059
Q9UHH9	0.000010	0.046320	0.026593	0.031438	0.146241	0.046320	0.026593	0.031438	0.146241	0.046226	0.053941	0.150953	0.029003	0.141109	0.151874
Q9UHI6	0.038717	0.120849	0.143288	0.188449	0.316366	0.120989	0.144688	0.192724	0.311001	0.144983	0.179316	0.318118	0.195701	0.314264	0.339466
Q9UHI7	0.022374	0.073262	0.071804	0.098433	0.152720	0.067373	0.073757	0.090782	0.148027	0.070684	0.083930	0.130006	0.093405	0.146746	0.152100
Q9UHI8	0.012752	0.177738	0.165775	0.197520	0.292376	0.176751	0.162238	0.197119	0.289590	0.145717	0.207640	0.296366	0.196554	0.289189	0.326253
Q9UHJ3	0.008292	0.034906	0.036003	0.118156	0.179309	0.032485	0.037213	0.115833	0.179609	0.037398	0.121151	0.186719	0.115405	0.186086	0.234584
Q9UHJ9	0.016294	0.036952	0.024601	0.058180	0.170945	0.041192	0.028758	0.058283	0.165722	0.024580	0.083800	0.160486	0.058282	0.169391	0.191782
Q9UHK0	0.037005	0.251740	0.210366	0.323940	0.815996	0.234950	0.191566	0.310370	0.828603	0.232638	0.368115	0.791960	0.337604	0.833549	0.825755
Q9UHL0	0.016382	0.076712	0.067481	0.069843	0.109850	0.067721	0.056465	0.059327	0.102556	0.043870	0.052558	0.095798	0.043696	0.081537	0.092616
Q9UHL4	0.051840	0.299043	0.283751	0.240662	0.436742	0.292975	0.284336	0.254241	0.440518	0.233973	0.291228	0.490015	0.319323	0.472948	0.425338
Q9UHL9	0.021252	0.121016	0.045881	0.141590	0.456174	0.145371	0.062852	0.162823	0.462989	0.113419	0.222325	0.511227	0.153319	0.462030	0.515295
Q9UHM6	0.057633	0.201462	0.248252	0.254690	0.536944	0.210166	0.232183	0.312213	0.547736	0.211964	0.252484	0.513578	0.282476	0.503615	0.524036
Q9UHN1	0.034694	0.179397	0.148045	0.270272	0.397323	0.177080	0.142961	0.264483	0.393616	0.146640	0.281380	0.446305	0.273642	0.420428	0.475160
Q9UHN6	0.010908	0.095512	0.085278	0.142245	0.214778	0.096250	0.084502	0.138167	0.214071	0.089067	0.166785	0.216055	0.157881	0.214538	0.254681
Q9UHP6	0.072920	0.424330	0.446413	0.477441	0.681288	0.434448	0.466876	0.494069	0.686082	0.231572	0.327168	0.593945	0.353782	0.625773	0.549014
Q9UHP9	0.000010	0.023221	0.046387	0.137986	0.358863	0.023221	0.046387	0.137986	0.358863	0.023326	0.123609	0.343913	0.123686	0.342033	0.394134
Q9UHQ1	0.175425	0.174516	0.168944	0.158293	0.342373	0.315784	0.312850	0.293779	0.503466	0.136945	0.228950	0.319369	0.231359	0.333684	0.388727
Q9UHQ9	0.006875	0.109576	0.100922	0.089294	0.144127	0.101956	0.093420	0.081894	0.136324	0.127522	0.112994	0.170938	0.115914	0.160114	0.152043
Q9UHR4	0.017108	0.197627	0.138969	0.114146	0.188013	0.188796	0.134241	0.104091	0.190483	0.197750	0.183412	0.238726	0.130257	0.204310	0.196327
Q9UHR5	0.009333	0.044534	0.028258	0.040906	0.061288	0.044741	0.028390	0.037753	0.061330	0.025123	0.067510	0.070863	0.044299	0.061001	0.091385
Q9UHR6	0.086428	0.154260	0.197106	0.207470	0.482595	0.161803	0.190515	0.212738	0.480444	0.145375	0.227084	0.427515	0.224151	0.453246	0.466937
Q9UHV2	0.013063	0.095523	0.096204	0.152024	0.660396	0.095558	0.105644	0.161943	0.650283	0.134501	0.189783	0.641721	0.174264	0.669097	0.698325
Q9UHV5	0.024041	0.038746	0.030586	0.058598	0.112141	0.036968	0.028855	0.060358	0.108467	0.025633	0.063879	0.108831	0.055475	0.103298	0.116599
Q9UHV7	0.010527	0.042777	0.037988	0.063319	0.090039	0.042740	0.039377	0.065158	0.088996	0.028611	0.061865	0.079789	0.055137	0.081236	0.100179
Q9UHV9	0.000010	0.012706	0.038384	0.038654	0.079759	0.012706	0.038384	0.038654	0.079759	0.051594	0.051959	0.093820	0.065122	0.093763	0.086345
Q9UHW5	0.007118	0.032481	0.023318	0.054302	0.086335	0.039742	0.031128	0.061610	0.093935	0.027299	0.058247	0.105330	0.050948	0.105112	0.093074
Q9UHW9	0.024052	0.011219	0.012971	0.018186	0.037710	0.028730	0.030621	0.033433	0.055623	0.014695	0.020787	0.039449	0.020794	0.038532	0.039523
Q9UHX1	0.000010	0.006999	0.012375	0.012283	0.025084	0.006999	0.012375	0.012283	0.025084	0.012348	0.010460	0.023293	0.017690	0.023384	0.026904
Q9UHY1	0.000010	0.003653	0.003649	0.016508	0.024018	0.003653	0.003649	0.016508	0.024018	0.007314	0.020218	0.025925	0.016487	0.025953	0.039135
Q9UHY7	0.003727	0.077703	0.045751	0.054182	0.195567	0.081734	0.049650	0.058155	0.200114	0.085871	0.116493	0.208160	0.082207	0.192343	0.207522
Q9UHY8	0.019708	0.043531	0.046262	0.103868	0.117505	0.032038	0.034590	0.091319	0.102632	0.021316	0.076299	0.103689	0.082241	0.111702	0.143703
Q9UI08	0.004601	0.080338	0.042371	0.054659	0.136131	0.085382	0.039724	0.057077	0.143811	0.080027	0.089297	0.183225	0.049911	0.141739	0.146899
Q9UI10	0.013282	0.086796	0.103866	0.126472	0.202876	0.085080	0.103963	0.122371	0.198215	0.093103	0.133105	0.204420	0.146288	0.211792	0.212979
Q9UI12	0.004106	0.026924	0.077935	0.014383	0.090442	0.026916	0.077909	0.014379	0.090414	0.080343	0.028938	0.086684	0.077730	0.130707	0.087744
Q9UI15	0.000010	0.005102	0.015373	0.005127	0.078653	0.005102	0.015373	0.005127	0.078653	0.010226	0.005098	0.073244	0.015360	0.079006	0.078581
Q9UI17	0.020312	0.076522	0.080259	0.103055	0.178307	0.070195	0.076233	0.100242	0.172606	0.085428	0.126053	0.175134	0.118867	0.186373	0.197857
Q9UI26	0.003113	0.024812	0.018960	0.032713	0.049702	0.024812	0.020026	0.034755	0.051721	0.025089	0.038163	0.057498	0.036177	0.054497	0.070442
Q9UI32	0.023317	0.052730	0.043756	0.058044	0.111771	0.056237	0.052453	0.063448	0.115968	0.054501	0.074708	0.124514	0.067162	0.099892	0.124538
Q9UI33	0.048607	0.256993	0.208053	0.321053	0.443178	0.256840	0.212834	0.319704	0.437671	0.230573	0.356832	0.472045	0.318721	0.428481	0.478887
Q9UI36	0.035435	0.056240	0.042607	0.045944	0.074176	0.055278	0.041017	0.068840	0.092868	0.032769	0.074267	0.087234	0.049668	0.073841	0.080529
Q9UI38	0.139978	0.526593	0.539695	0.558429	1.220608	0.572751	0.550971	0.621783	1.138480	0.624750	0.710822	1.209208	0.600442	1.152476	1.179742
Q9UI40	0.130876	0.075867	0.066735	0.102825	0.195891	0.211319	0.190166	0.240741	0.347307	0.052465	0.116371	0.193734	0.115975	0.185744	0.224889
Q9UI42	0.057769	0.340040	0.118267	0.175936	0.355682	0.325628	0.111594	0.173625	0.367074	0.308508	0.359475	0.488836	0.146380	0.338949	0.369208
Q9UI43	0.041917	0.180622	0.257766	0.242356	0.309946	0.159223	0.258657	0.253698	0.317879	0.178821	0.202808	0.340240	0.264120	0.400262	0.375256
Q9UI46	0.047250	0.117105	0.122222	0.118071	0.254466	0.076416	0.086337	0.080104	0.218739	0.061989	0.092476	0.220208	0.093872	0.231515	0.227360
Q9UI95	0.000010	0.009412	0.004689	0.014129	0.018821	0.009412	0.004689	0.014129	0.018821	0.004686	0.018810	0.018811	0.014056	0.014057	0.028211
Q9UIA0	0.013002	0.055865	0.055895	0.083801	0.154215	0.061816	0.061356	0.092150	0.160187	0.050730	0.081114	0.152498	0.084480	0.146821	0.163969
Q9UIA9	0.000909	0.004563	0.003648	0.005462	0.007283	0.005478	0.004521	0.006374	0.009027	0.000909	0.010060	0.010971	0.009140	0.011779	0.012773
Q9UIC8	0.015187	0.138351	0.121507	0.120393	0.218909	0.134217	0.120918	0.113090	0.218263	0.155097	0.170725	0.236491	0.158208	0.226715	0.244394
Q9UID3	0.010363	0.026105	0.032811	0.043224	0.089062	0.020860	0.028827	0.037941	0.084607	0.027378	0.035320	0.086144	0.042093	0.085989	0.102679
Q9UID6	0.002042	0.016429	0.018506	0.071842	0.149963	0.014355	0.016427	0.069629	0.147506	0.022644	0.080517	0.151993	0.082596	0.151825	0.191821
Q9UIF8	0.009887	0.047347	0.037955	0.123646	0.110895	0.048697	0.039740	0.124606	0.113763	0.035583	0.134651	0.115741	0.127257	0.105583	0.182973
Q9UIG0	0.009527	0.045914	0.042293	0.085281	0.138435	0.047962	0.044429	0.085962	0.140944	0.033911	0.091503	0.140882	0.091109	0.140565	0.166385
Q9UIG8	0.042259	0.029366	0.064672	0.021981	0.074745	0.067894	0.025536	0.051913	0.061654	0.063143	0.036845	0.077356	0.069680	0.071557	0.070001
Q9UIH9	0.022487	0.194187	0.131438	0.161572	0.420533	0.188020	0.124570	0.160099	0.429818	0.176348	0.269257	0.486093	0.177940	0.434495	0.448364
Q9UII2	0.018804	0.300369	0.255955	0.384778	0.481017	0.312611	0.257621	0.398338	0.496086	0.349590	0.479731	0.623496	0.387545	0.550963	0.599062
Q9UII6	0.035783	0.078822	0.116901	0.127182	0.206882	0.073163	0.222858	0.138357	0.287193	0.062962	0.106638	0.174368	0.145546	0.258653	0.239027
Q9UIJ5	0.019859	0.051956	0.034382	0.049404	0.221835	0.052022	0.040278	0.051972	0.218171	0.037222	0.055225	0.224096	0.046208	0.219273	0.222755
Q9UIJ7	0.013315	0.077713	0.059092	0.078400	0.170917	0.092055	0.063557	0.082723	0.176546	0.082378	0.112004	0.180789	0.087923	0.165552	0.173946
Q9UIK5	0.000010	0.005370	0.038605	0.010762	0.035378	0.005370	0.038605	0.010762	0.035378	0.038584	0.010756	0.035359	0.041212	0.069850	0.035389
Q9UIL1	0.077805	0.174649	0.188970	0.295240	0.283532	0.174021	0.193903	0.307487	0.265247	0.236021	0.340509	0.320024	0.135269	0.133232	0.163615
Q9UIL8	0.053274	0.338264	0.435532	0.719516	1.044146	0.338944	0.438715	0.711989	1.033379	0.411591	0.728506	0.989812	0.830099	1.045513	1.117607
Q9UIQ6	0.028397	0.142583	0.100559	0.129771	0.242805	0.132507	0.091914	0.126466	0.237978	0.132833	0.169558	0.275248	0.144097	0.248246	0.261614
Q9UIU6	0.014639	0.055791	0.053918	0.090078	0.151763	0.059832	0.056594	0.092568	0.154589	0.053852	0.095317	0.162782	0.089392	0.148979	0.186145
Q9UIV1	0.000010	0.003624	0.000010	0.003624	0.007253	0.003624	0.000010	0.003624	0.007253	0.003624	0.000010	0.003621	0.003624	0.007253	0.003621
Q9UIW0	0.024611	0.140757	0.270933	0.135078	0.335617	0.125251	0.262536	0.127091	0.328449	0.238690	0.156951	0.346655	0.302056	0.425281	0.389861
Q9UIX4	0.003999	0.061297	0.061513	0.073888	0.167124	0.065550	0.063890	0.074179	0.167244	0.061260	0.099487	0.164035	0.097707	0.166408	0.171156
Q9UIY3	0.007069	0.100992	0.021392	0.077546	0.420073	0.100818	0.028626	0.081359	0.430701	0.101264	0.139139	0.477807	0.093279	0.410791	0.420150
Q9UJ14	0.004501	0.042978	0.022765	0.038387	0.137290	0.044524	0.027344	0.043034	0.140934	0.036561	0.052485	0.147585	0.038336	0.127591	0.150927
Q9UJ37	0.433825	0.321143	0.208268	0.300006	0.543533	0.594377	0.546424	0.619363	0.850957	0.269489	0.379616	0.704258	0.299154	0.547674	0.519139
Q9UJ42	0.036975	0.210909	0.157432	0.442431	1.067294	0.199410	0.146518	0.439541	1.063996	0.173213	0.474220	1.009862	0.404945	0.984160	1.044715
Q9UJ68	0.035300	0.117905	0.130658	0.155349	0.278714	0.129017	0.138433	0.159569	0.285511	0.113840	0.191311	0.305832	0.194448	0.277585	0.313243
Q9UJ70	0.023935	0.070379	0.089965	0.088523	0.533067	0.076599	0.089951	0.094969	0.632323	0.095965	0.096946	0.520507	0.094737	0.544822	0.513855
Q9UJ72	0.031774	0.150912	0.095320	0.119049	0.147837	0.145430	0.092935	0.112763	0.145384	0.127188	0.195336	0.170942	0.148002	0.146254	0.164751
Q9UJ83	0.033165	0.114229	0.116882	0.131094	0.321151	0.114575	0.119182	0.133267	0.333745	0.118066	0.158977	0.363452	0.159574	0.370266	0.343111
Q9UJ98	0.038582	0.150340	0.140003	0.248192	0.317274	0.138102	0.125970	0.245625	0.317808	0.117002	0.241702	0.343558	0.232952	0.316156	0.408296
Q9UJ99	0.134261	0.037994	0.029040	0.052215	0.208737	0.149786	0.145798	0.150720	0.352470	0.032937	0.055368	0.217708	0.054904	0.209394	0.221050
Q9UJA3	0.029765	0.079783	0.071133	0.104646	0.156885	0.083429	0.078359	0.108368	0.161647	0.074652	0.135677	0.159771	0.127603	0.162359	0.183320
Q9UJA5	0.010128	0.068579	0.068596	0.159638	0.217043	0.070780	0.068803	0.166867	0.212142	0.062468	0.155669	0.221171	0.167516	0.217476	0.292867
Q9UJA9	0.042881	0.155202	0.134878	0.201801	0.382801	0.174371	0.141722	0.217978	0.403439	0.145789	0.231977	0.417069	0.222017	0.403168	0.465261
Q9UJC3	0.014943	0.041260	0.041344	0.075400	0.126816	0.051125	0.051227	0.084256	0.131498	0.027426	0.068143	0.131524	0.069501	0.127414	0.149759
Q9UJC5	0.129786	0.076958	0.057135	0.067244	0.048311	0.222530	0.244102	0.192783	0.189801	0.076811	0.097517	0.078184	0.086984	0.058057	0.078419
Q9UJD0	0.034955	0.038602	0.025556	0.019204	0.121860	0.071087	0.063685	0.056727	0.149776	0.032057	0.038706	0.128904	0.019191	0.121595	0.118639
Q9UJF2	0.043892	0.020579	0.017121	0.026703	0.043622	0.060437	0.096670	0.063273	0.083337	0.018010	0.024923	0.041041	0.068847	0.037378	0.043683
Q9UJG1	0.014225	0.028636	0.033696	0.023881	0.120107	0.033359	0.028634	0.028615	0.124927	0.053221	0.043202	0.134621	0.043588	0.142164	0.109468
Q9UJK0	0.047952	0.187443	0.209209	0.264991	0.449586	0.183916	0.200948	0.251054	0.438184	0.148140	0.256670	0.448746	0.279787	0.395275	0.449224
Q9UJM3	0.017337	0.249156	0.149152	0.192993	0.257738	0.246376	0.151618	0.192126	0.251252	0.237473	0.277437	0.333007	0.223771	0.247617	0.310415
Q9UJM8	0.036266	0.114640	0.095134	0.110040	0.283713	0.148898	0.115191	0.133914	0.282964	0.098667	0.135133	0.267249	0.109949	0.258450	0.266653
Q9UJP4	0.006970	0.030228	0.030149	0.035394	0.105419	0.028374	0.028300	0.031839	0.103381	0.017539	0.035478	0.103460	0.037130	0.103027	0.100874
Q9UJQ1	0.061184	0.079344	0.060710	0.152025	0.181338	0.107290	0.091312	0.188563	0.230544	0.064144	0.126649	0.185672	0.141948	0.189211	0.255048
Q9UJQ4	0.019544	0.215459	0.134086	0.278304	0.455072	0.213475	0.131002	0.271769	0.452641	0.192839	0.356889	0.539707	0.289517	0.456150	0.549781
Q9UJT0	0.016767	0.063881	0.062025	0.091490	0.171410	0.066078	0.066422	0.100266	0.176009	0.068651	0.098285	0.177516	0.102603	0.180986	0.185254
Q9UJT1	0.037614	0.108308	0.107772	0.152486	0.217527	0.096370	0.100378	0.142568	0.206247	0.111401	0.132511	0.208777	0.153016	0.190359	0.240086
Q9UJT2	0.038697	0.294303	0.150370	0.167854	0.449365	0.282745	0.139916	0.160822	0.444122	0.202564	0.243142	0.747483	0.097715	0.396195	0.419826
Q9UJT9	0.000010	0.022931	0.128103	0.016246	0.040420	0.022931	0.128103	0.016246	0.040420	0.130108	0.025307	0.036861	0.134856	0.165625	0.044964
Q9UJU2	0.002506	0.010036	0.036252	0.022821	0.022683	0.007519	0.033626	0.020263	0.020141	0.030979	0.020257	0.022638	0.047045	0.049237	0.030484
Q9UJV3	0.004025	0.010048	0.010768	0.009758	0.063877	0.005734	0.009416	0.008359	0.059441	0.010055	0.005729	0.051431	0.009763	0.062407	0.059402
Q9UJV8	0.091362	0.117427	0.031990	0.029715	0.185393	0.096239	0.028438	0.124305	0.295549	0.039771	0.151464	0.307469	0.061065	0.208936	0.193733
Q9UJV9	0.001621	0.008152	0.008148	0.011412	0.052111	0.009784	0.009780	0.013046	0.053807	0.009729	0.013069	0.055416	0.011443	0.055414	0.053675
Q9UJW0	0.006590	0.019855	0.013208	0.033205	0.026597	0.021669	0.010801	0.030408	0.028299	0.015139	0.037160	0.028459	0.028235	0.023950	0.039275
Q9UJW2	0.026249	0.116307	0.139829	0.160352	0.188294	0.124006	0.140683	0.161008	0.191224	0.150073	0.175419	0.230276	0.183427	0.202403	0.261534
Q9UJW3	0.064362	0.379302	0.340736	0.505001	0.553336	0.378578	0.334381	0.518611	0.554420	0.363789	0.591065	0.612921	0.596645	0.587823	0.851125
Q9UJX2	0.005135	0.027853	0.013791	0.049210	0.069350	0.029519	0.013746	0.047380	0.065937	0.019039	0.049101	0.077174	0.049052	0.072892	0.090317
Q9UJX3	0.003494	0.005254	0.003494	0.017554	0.019304	0.023497	0.015097	0.014018	0.015766	0.018354	0.015810	0.017562	0.014018	0.015766	0.026382
Q9UJX4	0.000010	0.028044	0.021247	0.053929	0.106833	0.028044	0.021247	0.053929	0.106833	0.021254	0.061083	0.111104	0.055163	0.099490	0.135005
Q9UJX5	0.007407	0.028696	0.024938	0.066928	0.210860	0.027442	0.026151	0.065591	0.210860	0.033834	0.077389	0.225065	0.071833	0.212320	0.217621
Q9UJX6	0.006181	0.069071	0.061817	0.058479	0.387598	0.069120	0.063163	0.058576	0.381168	0.065156	0.107327	0.410335	0.077281	0.397238	0.394837
Q9UJY4	0.023209	0.101630	0.081038	0.148100	0.446777	0.090505	0.073347	0.137268	0.436791	0.096176	0.166150	0.437063	0.158466	0.448805	0.476780
Q9UJY5	0.012442	0.059657	0.060926	0.087967	0.207418	0.056498	0.059427	0.085043	0.206480	0.058019	0.093860	0.208624	0.094737	0.207021	0.238930
Q9UJZ1	0.010777	0.035248	0.021703	0.052615	0.114171	0.035209	0.021679	0.055464	0.116841	0.026994	0.052195	0.119010	0.046984	0.116593	0.131210
Q9UK00	0.011909	0.080065	0.086680	0.166168	0.290187	0.080076	0.086691	0.166190	0.290222	0.093613	0.173755	0.297740	0.133023	0.274164	0.306895
Q9UK05	0.042467	0.219329	0.273700	0.225982	0.371962	0.206637	0.283010	0.231044	0.385068	0.218594	0.233309	0.348704	0.328430	0.432901	0.401785
Q9UK08	0.000010	0.000010	0.014050	0.014140	0.085839	0.000010	0.014050	0.014140	0.085839	0.014050	0.014140	0.085839	0.028626	0.101397	0.101963
Q9UK17	0.001494	0.002998	0.008989	0.005985	0.025842	0.004501	0.010497	0.005983	0.025861	0.010493	0.007520	0.029000	0.015017	0.033559	0.029043
Q9UK22	0.025319	0.128637	0.124022	0.131945	0.356214	0.124519	0.120328	0.127959	0.362137	0.111260	0.188199	0.382235	0.155371	0.411612	0.391393
Q9UK23	0.043173	0.197123	0.150776	0.228215	0.434799	0.214170	0.152465	0.235093	0.435262	0.183873	0.281184	0.477379	0.220525	0.447606	0.509436
Q9UK28	0.021252	0.131846	0.323742	0.311837	0.822218	0.128382	0.323573	0.302939	0.822141	0.284266	0.349668	0.776409	0.561120	1.009867	0.870684
Q9UK32	0.029537	0.037433	0.052672	0.126802	0.142914	0.060019	0.072477	0.160608	0.158714	0.055667	0.134829	0.151537	0.137226	0.160190	0.250182
Q9UK39	0.016650	0.090170	0.062748	0.100003	0.186511	0.093187	0.062479	0.102384	0.180559	0.093241	0.123753	0.180218	0.102504	0.172415	0.206599
Q9UK41	0.004494	0.013543	0.022710	0.013525	0.036489	0.018098	0.027314	0.018074	0.041144	0.009040	0.004507	0.022693	0.013604	0.031966	0.027320
Q9UK45	0.000010	0.000010	0.009920	0.030039	0.009968	0.000010	0.009920	0.030039	0.009968	0.009920	0.030039	0.009968	0.030116	0.019992	0.030756
Q9UK53	0.155792	0.278093	0.271878	0.269339	0.275224	0.110458	0.106269	0.111002	0.107654	0.072823	0.081249	0.088636	0.054561	0.039192	0.066382
Q9UK58	0.000010	0.014580	0.023861	0.020107	0.085017	0.014580	0.023861	0.020107	0.085017	0.027599	0.025705	0.081099	0.034610	0.085255	0.097464
Q9UK59	0.012924	0.126110	0.102814	0.150626	0.269411	0.121622	0.094182	0.143318	0.267558	0.110956	0.168727	0.272523	0.163071	0.274065	0.311937
Q9UK61	0.020827	0.115845	0.097205	0.193053	0.398708	0.111196	0.090557	0.188518	0.394284	0.107073	0.215530	0.421845	0.196966	0.371810	0.461860
Q9UK73	0.000010	0.004678	0.003118	0.009368	0.072717	0.004678	0.003118	0.009368	0.072717	0.001558	0.007806	0.070951	0.009373	0.070989	0.069319
Q9UK76	0.371761	0.065292	0.425789	0.101491	0.174992	0.445183	0.195959	0.485468	0.567923	0.356187	0.093226	0.159724	0.441524	0.508981	0.198521
Q9UK80	0.001829	0.029826	0.031431	0.035193	0.102092	0.027943	0.029562	0.033318	0.100095	0.026071	0.046904	0.101195	0.033348	0.161630	0.098852
Q9UK85	0.068365	0.281069	0.282377	0.476856	0.896314	0.257251	0.270470	0.483331	0.856772	0.128686	0.403645	0.870846	0.376986	0.874295	1.119368
Q9UK96	0.007299	0.100056	0.042369	0.058165	0.392128	0.098981	0.042383	0.059287	0.393464	0.086707	0.116280	0.423280	0.059455	0.409321	0.406404
Q9UK97	0.015819	0.066580	0.042500	0.094939	0.089459	0.064111	0.035331	0.092371	0.082003	0.066795	0.108329	0.130212	0.100536	0.089225	0.145646
