A0A087WTH1_human A0A2I3MPH4_baboon A0A3Q1MFP3_cow A0A5F8HGV3_opossum A0A8I3NQU2_dog E9Q8G3_mouse
A0A096NWD7_baboon A0A8I3NEC2_dog F6QGW7_opossum P97770_mouse Q2T9W2_cow Q9BV44_human
A0A8I3NTS4_dog A0A8I5NGP1_baboon F7EMZ0_opossum Q17QJ3_cow Q9BV47_human Q9D700_mouse
A0A096NIP0_baboon A0A8I3S4Y3_dog F7FKV1_opossum Q3ZBL1_cow Q99JT9_mouse Q9BV57_human
A0A8I3PAG0_dog B0CM79_baboon E1BKP6_cow F6WIS8_opossum Q60952_mouse Q9BV73_human
A0A096MR18_baboon A0A8I3MYL2_dog F1MEY2_cow F7EMA5_opossum Q9BV79_human Q9DCS3_mouse
A0A096P0H4_baboon A0A8I3PWP8_dog F1MKD1_cow F7CCN4_opossum Q8R2U4_mouse Q9BV86_human
A0A096NA87_baboon A0A8I3Q5Z7_dog F6XFK3_opossum Q5E9J2_cow Q8K158_mouse Q9BV87_human
A0A096NIW4_baboon A0A8I3N368_dog A6QQU1_cow F6UQJ4_opossum Q8BG40_mouse Q9BVA0_human
A0A5F8HCT7_opossum A0A8I3P982_dog A0A8I5QZK9_baboon Q6B856_cow Q9BVA1_human Q9CWF2_mouse
A0A096MT37_baboon A0A3Q1M6B0_cow A0A5F8HEJ7_opossum A0A8I3Q076_dog Q8BIX9_mouse Q9BVA6_human
A0A8I3MVX5_dog A0A8I5R6D5_baboon F1MTU0_cow F7DU14_opossum Q14AI0_mouse Q9BVC3_human
A0A096NL19_baboon A0A8I3MX71_dog F6ZQS0_opossum Q17QU5_cow Q9BVC4_human Q9DCJ1_mouse
A0A2I3LCI8_baboon A0A8I3N255_dog A2VDP0_cow F7B9F9_opossum Q922M7_mouse Q9BVC5_human
A0A096MM01_baboon A0A8I3P4V8_dog F7FWL8_opossum Q29RH9_cow Q3UBX0_mouse Q9BVC6_human
A0A2I3MRZ2_baboon A0A8I3MZ68_dog E1BK51_cow F6V365_opossum Q80V85_mouse Q9BVG3_human
A0A8I3Q921_dog A0A8I5N064_baboon F1MV85_cow F6YBK3_opossum Q9BVG4_human Q9D0B6_mouse
A0A2I3N7M3_baboon A0A8I3MNW2_dog E1BFA7_cow F6UPL0_opossum O35231_mouse Q9BVG8_human
A0A2I3NCF2_baboon A0A8I3MWM9_dog F1MXN8_cow F6W793_opossum Q9BVH7_human Q9QYJ1_mouse
A0A096NUL5_baboon A0A8I3PH12_dog E1BMS9_cow F7EMV4_opossum Q8BLG0_mouse Q9BVI0_human
A0A096N769_baboon A0A8I3SB00_dog F1MFW8_cow F6XEK6_opossum Q8BHY2_mouse Q9BVI4_human
A0A2I3MQD9_baboon A0A8I3Q612_dog F7DV65_opossum Q3T0Q8_cow Q640M1_mouse Q9BVJ6_human
A0A2I3LYQ3_baboon A0A8I3QDH5_dog A3KN00_cow F6TCW6_opossum Q6NT99_mouse Q9BVJ7_human
A0A096MVL3_baboon A0A8I3N360_dog F1MV61_cow F6WKY0_opossum Q6P8H8_mouse Q9BVK2_human
A0A5F8GBL3_opossum A0A8I3NA58_dog A0A8I5N749_baboon Q3T133_cow Q99KF1_mouse Q9BVK6_human
A0A2I3LYV2_baboon A0A8I3MKU8_dog F6VBQ0_opossum Q3SZR6_cow Q9BVK8_human Q9CQG6_mouse
A0A096NW71_baboon A0A8I3S315_dog A5D7B3_cow F6PH95_opossum Q8R332_mouse Q9BVL2_human
A0A096NKX4_baboon A0A3Q1LM14_cow A0A5F8GZG3_opossum A0A8I3N1B6_dog Q9BVL4_human Q9DBC0_mouse
A0A096P6C0_baboon A0A8I3PDQ5_dog F7DFJ0_opossum Q24K21_cow Q8BPA8_mouse Q9BVM2_human
A0A8I3PIL7_dog A0A8I5NWB1_baboon F7EDP2_opossum Q0VFX9_cow Q923B0_mouse Q9BVM4_human
A0A3Q1N0F6_cow A0A8I3NK28_dog A0A8I5NVZ6_baboon F6XZS7_opossum Q8BG26_mouse Q9BVN2_human
A0A096MXC1_baboon A0A3Q1M022_cow A0A8I3Q8U9_dog F6R1B3_opossum Q8CI11_mouse Q9BVP2_human
A0A2I3ME17_baboon A0A7N9VSG0_mouse A0A8I3Q5B0_dog A7YSY2_cow F6ZSA6_opossum Q9BVQ7_human
A0A096NES2_baboon A0A8I3RQM4_dog F1MBN7_cow F6SKJ8_opossum Q9BVS4_human Q9CQS5_mouse
A0A8I3NB40_dog A0A8I5NB59_baboon F6UBD7_opossum Q3ZBI9_cow Q9BVT8_human Q9JMG3_mouse
A0A096NVD9_baboon A0A8I3P547_dog E9PV87_mouse F1MHS0_cow F7GFU8_opossum Q9BVV6_human
A0A5F8GY61_opossum A0A8I3MCQ0_dog A0A8I5QZR1_baboon Q3SZV6_cow Q8CCM6_mouse Q9BVV7_human
A0A096NME8_baboon A0A8I3S1C7_dog F6XSL2_opossum Q3ZCC4_cow Q91WA1_mouse Q9BVW5_human
A0A096NED7_baboon A0A8I3NFP7_dog E1BBZ1_cow F6VMI0_opossum Q80US8_mouse Q9BW11_human
A0A096NHI5_baboon A0A8I3S563_dog A7MBA1_cow F6XKS9_opossum Q9BW19_human Q9QWT9_mouse
A0A096NSU3_baboon A0A8I3PUC1_dog F6VWW7_opossum Q3ZC98_cow Q8R480_mouse Q9BW27_human
A0A096NE34_baboon A0A8I3N563_dog F6WFW6_opossum Q3ZCC8_cow Q9BW30_human Q9CRB6_mouse
A0A096N934_baboon A0A3Q1MIU0_cow A0A8I3P5E7_dog F6WIJ1_opossum Q9BW60_human Q9JLJ5_mouse
A0A5F8GX49_opossum A0A8I3S2W0_dog A9RA82_baboon F1MAX6_cow Q8K0T4_mouse Q9BW62_human
A0A8I3P2Y8_dog A0A8I5NZA1_baboon A6H7E2_cow F7GJF7_opossum Q9BW66_human Q9D0V8_mouse
A0A096NML0_baboon A0A8I3MI23_dog E1BAW7_cow F6PIN7_opossum Q8BLH7_mouse Q9BW71_human
A0A8I3NPH6_dog A0A8I5MWD5_baboon F7A2A2_opossum Q05AT5_cow Q9BW72_human Q9CQJ1_mouse
A0A8I3MXE2_dog A0A8I5N7B2_baboon F6SS62_opossum Q0VCN3_cow Q9BW83_human Q9D0P8_mouse
A0A0A0MUA6_baboon A0A8I3MRK6_dog F6RPP2_opossum Q17QL3_cow Q9BW85_human Q9D6J3_mouse
A0A096N940_baboon A0A8I3NWU3_dog A7MBI8_cow F7AN64_opossum Q8BVU5_mouse Q9BW91_human
A0A096NG37_baboon A0A8I3P4R1_dog F1MX06_cow F6ZNQ0_opossum Q3UQ84_mouse Q9BW92_human
A0A0A0MUL9_baboon A0A5F8H764_opossum A0A8I3RQV9_dog Q1LZ89_cow Q3ULM0_mouse Q9BWC9_human
A0A096N1E5_baboon A0A8I3N041_dog F6RDB9_opossum Q17QI3_cow Q80X81_mouse Q9BWD1_human
A0A096MWH8_baboon A0A5F8H5A2_opossum A0A8I3NBJ7_dog Q0VCC5_cow Q5U4E2_mouse Q9BWE0_human
A0A096NBQ3_baboon A0A8I3PQZ9_dog F7E1U4_opossum G3MWU6_cow Q8VIG6_mouse Q9BWF2_human
A0A096NTP5_baboon A0A8I3Q7V9_dog A0JN53_cow F6YC25_opossum Q80TE0_mouse Q9BWH6_human
A0A2I3LT66_baboon A0A5F8GFZ5_opossum A0A8I3NPU3_dog Q56K13_cow Q923D4_mouse Q9BWJ5_human
A0A8I3RVE4_dog A0A8I5NEX3_baboon E1B979_cow F6QIY9_opossum Q8BHZ5_mouse Q9BWK5_human
A0A096N083_baboon A0A5F8GEY8_opossum A0A8I3NVD5_dog F1N2C1_cow Q8R092_mouse Q9BWL3_human
A0A096P6B1_baboon A0A8I3PBS0_dog A6QP55_cow F7DZH8_opossum Q91V61_mouse Q9BWM7_human
A0A096NHU2_baboon A0A8I3NGX0_dog F7BBI9_opossum Q0VBZ8_cow Q7TPN9_mouse Q9BWN1_human
A0A096NIL9_baboon A0A5F8HC48_opossum A0A8I3P9H4_dog Q17QH6_cow Q3SXB8_mouse Q9BWP8_human
A0A0A0MXJ6_baboon A0A5F8GCX0_opossum A0A8I3PJ04_dog A7MB97_cow Q99LP8_mouse Q9BWQ6_human
A0A2I3MQK3_baboon A0A8I3P2Q6_dog F6SX86_opossum Q1LZ71_cow Q8K097_mouse Q9BWQ8_human
A0A8I3N1P4_dog A0A8I5NM70_baboon K7E367_opossum Q5EAB4_cow Q922Q9_mouse Q9BWS9_human
A0A2I3LL02_baboon A0A8I3Q7A1_dog F7ADY5_opossum Q32PH1_cow Q9BWT1_human Q9D0M2_mouse
A0A096NQV9_baboon A0A5F8G3M1_opossum A0A8I3NNR3_dog A5D7N5_cow Q6PCL9_mouse Q9BWT3_human
A0A2I3N8R2_baboon A0A8I3MXQ7_dog F1MW90_cow F6X3J9_opossum P58660_mouse Q9BWT7_human
A0A096NGI1_baboon A0A8I3N9W5_dog E9PX68_mouse F1MR50_cow F6ZUJ6_opossum Q9BWU0_human
A0A8I3NZB9_dog A0A8I5NH05_baboon F1MVR0_cow F7EKB4_opossum Q8BWD8_mouse Q9BWU1_human
A0A096MVD3_baboon A0A8I3NLQ7_dog F7ESQ0_opossum Q3T021_cow Q9BWV2_human Q9D9R3_mouse
A0A2I3LY28_baboon A0A8I3PLW5_dog F7A1J3_opossum G3N203_cow Q8BMD5_mouse Q9BWV3_human
A0A2I3LPI4_baboon A0A3Q1MQA2_cow A0A8I3N2H3_dog B7ZC55_mouse F7D533_opossum Q9BWW8_human
A0A096MZG7_baboon A0A8I3QAG3_dog F6V2Q2_opossum G3N059_cow Q9BWX1_human Q9DAG9_mouse
A0A2I3LNU0_baboon A0A8I3RZQ7_dog F7GG55_opossum P97489_mouse Q3SZJ5_cow Q9BWX5_human
A0A096NIH7_baboon A0A5F8G2W4_opossum A0A8I3N9N1_dog A4FV53_cow Q3UJK4_mouse Q9BX10_human
A0A096NNE6_baboon A0A5F8GXQ5_opossum A0A8I3NZW1_dog F1MV84_cow Q9BX26_human Q9CUU3_mouse
A0A5F8GKK7_opossum A0A8I3RZ32_dog A0A8I5NNF1_baboon E1BEY9_cow Q8CGC4_mouse Q9BX40_human
A0A5F8HEN6_opossum A0A8I3Q5C7_dog A0A8I5N893_baboon A6QPJ1_cow D3Z4I3_mouse Q9BX46_human
A0A096P4Y3_baboon A0A8I3Q1K5_dog F1MMS0_cow F6XJI0_opossum Q5SXJ3_mouse Q9BX63_human
A0A096P5R5_baboon A0A3Q1MHH3_cow A0A5F8GGF5_opossum A0A8I3PKZ5_dog Q62417_mouse Q9BX66_human
A0A2I3NHG4_baboon A0A3Q1M4F2_cow A0A8I3N050_dog F7GGH4_opossum Q9BX67_human Q9D8B7_mouse
A0A096P167_baboon A0A8I3NC75_dog F6RG00_opossum Q8SQ21_cow Q9BX68_human Q9D0S9_mouse
A0A096N700_baboon A0A8I3N2V5_dog E1B9A2_cow E9PWH2_mouse F7BFH7_opossum Q9BX69_human
A0A2I3N587_baboon A0A5F8GGJ8_opossum A0A8I3N8V7_dog Q2TA35_cow Q8R0I4_mouse Q9BX73_human
A0A2I3MG13_baboon A0A8I3MTN0_dog F7DDP4_opossum Q2KI73_cow Q99MB3_mouse Q9BX74_human
A0A2I3LNB0_baboon A0A8I3QHU9_dog F6X9H5_opossum O70491_mouse Q0V8E7_cow Q9BX79_human
A0A096P4Q4_baboon A0A8I3RSZ9_dog E1BFK0_cow F6YC85_opossum Q99P27_mouse Q9BX93_human
A0A096NVK4_baboon A0A8I3RQ09_dog A0JNA1_cow F7FR24_opossum Q9BX95_human Q9JI99_mouse
A0A0A0MVA5_baboon A0A8I3PUQ9_dog K7DZ42_opossum Q3ZC85_cow Q91VC4_mouse Q9BX97_human
A0A0A0MVT0_baboon A0A8I3S0T7_dog F1N2S7_cow F6WPR1_opossum Q925K9_mouse Q9BXA6_human
A0A2I3MW35_baboon A0A3Q1NGV0_cow A0A8I3MAB4_dog F6Z6N0_opossum Q62255_mouse Q9BXA9_human
A0A8I3P4X7_dog A0A8I5MUJ2_baboon A2ARI4_mouse F1MLX5_cow F7FZM1_opossum Q9BXB1_human
A0A096MVS5_baboon A0A8I3Q3S4_dog E1BJC1_cow F6QV52_opossum Q8CI95_mouse Q9BXB4_human
A0A096P026_baboon A0A5F8GDR1_opossum A0A8I3PHZ1_dog F1MFD9_cow Q9BXB5_human S4R1M9_mouse
A0A096NDH4_baboon A0A8I3S177_dog F1MN96_cow F7G383_opossum Q8C636_mouse Q9BXB7_human
A0A096ML30_baboon B9UM26_dog B9UM28_cow F7EJ84_opossum Q8C131_mouse Q9BXC0_human
A0A096MLK7_baboon A0A8I3PM17_dog F6PHI2_opossum G5E5R1_cow Q3U507_mouse Q9BXC1_human
A0A096NII1_baboon A0A8I3N773_dog F1MU26_cow F7D8D3_opossum Q9BXC9_human Q9CWF6_mouse
A0A096NG31_baboon A0A8I3MW42_dog F6PUU9_opossum Q29RY9_cow Q9BXD5_human Q9DCJ9_mouse
A0A096NVY1_baboon A0A8I3QAC8_dog E9Q2Z1_mouse F1MRJ9_cow F7CUF2_opossum Q9BXF3_human
A0A096P2Z3_baboon A0A8I3MRE3_dog A6H782_cow F7FNQ9_opossum Q6X6Z7_mouse Q9BXF9_human
A0A096NBF3_baboon A0A5F8HJM7_opossum A0A8I3NKL7_dog A3KFX0_mouse E1BF39_cow Q9BXI3_human
A0A2I3MDT5_baboon A0A5F8GG79_opossum A0A8I3RVD8_dog A7E2Z1_cow Q6IR41_mouse Q9BXI9_human
A0A096MPN1_baboon A0A8I3NXU5_dog A5PJL8_cow F7EVX4_opossum Q8K479_mouse Q9BXJ0_human
A0A5F8G1M4_opossum A0A8I3NSU3_dog A0A8I5R7E1_baboon A3KMW5_cow Q9BXJ1_human Q9QXP7_mouse
A0A096NZF8_baboon A0A3B0ITQ7_cow A0A5F8H9Z1_opossum A0A8I3MIM8_dog Q8BVD7_mouse Q9BXJ2_human
A0A5F8H3A2_opossum A0A8I3MD57_dog A0A8I5NLQ2_baboon A7MB82_cow Q9BXJ4_human Q9ES30_mouse
A0A096MVD2_baboon A0A3Q1LTT7_cow A0A8I3MY02_dog F7D6B0_opossum Q9BXJ5_human Q9D8U4_mouse
A0A8I5NHY4_baboon F1MQD9_cow F7DTU7_opossum Q6UKI2_dog Q99JB7_mouse Q9BXJ7_human
A0A096MWQ5_baboon A0A8I3PFD0_dog F1N4V5_cow F7DMP8_opossum Q80UM3_mouse Q9BXJ9_human
A0A096NVY6_baboon A0A8I3Q526_dog F1MNK0_cow F7CU62_opossum P59017_mouse Q9BXK5_human
A0A096P132_baboon A0A8I3N0U0_dog F1MDA4_cow F6THV8_opossum Q9BXL5_human Q9ERZ0_mouse
A0A096NTB3_baboon A0A8I3NFE1_dog E1BHS1_cow F7G3D4_opossum Q99KF0_mouse Q9BXL6_human
A0A3S5ZPB2_cow A0A8I3NT57_dog A0A8I5NFW3_baboon F6SZN4_opossum Q8CIS0_mouse Q9BXL7_human
A0A096MKN4_baboon A0A5F8GI42_opossum A0A8I3PBH3_dog G3X7R6_cow Q9BXL8_human Q9CWM2_mouse
A0A5F8G7F3_opossum A0A8I3RT26_dog A0A8I5NGU6_baboon E1BM58_cow O55103_mouse Q9BXM0_human
A0A096NZ31_baboon A0A5F8H149_opossum A0A8I3MFF8_dog A5PJP5_cow Q99MQ3_mouse Q9BXM7_human
A0A2I3MDC4_baboon A0A3Q1M2R5_cow A0A5F8GGT5_opossum A0A8I3N837_dog Q8BYN5_mouse Q9BXM9_human
A0A096P238_baboon A0A5F8HJB6_opossum A0A8I3PJ40_dog Q3ZBN5_cow Q99MQ4_mouse Q9BXN1_human
A0A096MWJ5_baboon A0A8I3MCG6_dog E1BLP2_cow F6V5G6_opossum Q99MR3_mouse Q9BXP2_human
A0A096NGW3_baboon A0A5F8G9W8_opossum A0A8I3MWW9_dog A4IFB1_cow Q99MR6_mouse Q9BXP5_human
A0A096N1Q6_baboon A0A8I3N9A4_dog E1BF00_cow E9PZ87_mouse F7CFD6_opossum Q9BXP8_human
A0A096MP87_baboon A0A5F8HH14_opossum A0A8I3P0T2_dog Q3T0Q2_cow Q9BXS4_human Q9QY73_mouse
A0A0A0MXC6_baboon A0A5F8HGX0_opossum A0A8I3Q641_dog P35585_mouse Q2KJ81_cow Q9BXS5_human
A0A2I3N1D6_baboon A0A5F8GYB0_opossum A0A8I3Q1Z8_dog Q2YDJ0_cow Q9BXS6_human Q9ERH4_mouse
A0A5F8HEG4_opossum A0A8I3QCA6_dog A0A8I5QZX1_baboon Q08DQ8_cow Q8CIW6_mouse Q9BXS9_human
A0A2I3N320_baboon A0A8I3Q4J7_dog F1MZE7_cow F6SZ89_opossum Q99MV1_mouse Q9BXT4_human
A0A096N5L5_baboon A0A5F8H117_opossum A0A8I3NMV7_dog F1MGY6_cow F8VPN2_mouse Q9BXT5_human
A0A096NKW2_baboon A0A8I3N138_dog F6YK83_opossum G3X7G5_cow Q99MV5_mouse Q9BXT6_human
A0A096MQ14_baboon A0A8I3PIJ0_dog E1BFJ4_cow F7ETJ9_opossum Q99MV7_mouse Q9BXT8_human
A0A096NQT3_baboon A0A8I3N984_dog E1BBF0_cow F6SSP4_opossum Q99MW1_mouse Q9BXU1_human
A0A096MWJ1_baboon A0A8I3MHQ6_dog E1BDZ7_cow F7F266_opossum Q9BXU9_human Q9JJG7_mouse
A0A096NJF8_baboon A0A5F8H626_opossum A0A8I3NNL6_dog P0C8B3_cow P0C8B4_mouse Q9BXV9_human
A0A096NFH2_baboon A0A5F8G5U8_opossum A0A8I3NPK5_dog E1BLV1_cow Q91XL9_mouse Q9BXW6_human
A0A096NVX5_baboon A0A8I3QB28_dog F1N6K5_cow F6XBN5_opossum Q91WM2_mouse Q9BXW7_human
A0A2I3M9C1_baboon A0A8I3N884_dog E1BE83_cow F7D0H9_opossum Q80V62_mouse Q9BXW9_human
A0A096MS34_baboon A0A8I3MQ82_dog E1BIP4_cow F7GDJ5_opossum Q8K482_mouse Q9BXX0_human
A0A096NYI0_baboon A0A8I3NK69_dog F7DL52_opossum Q1RML7_cow Q8BGS0_mouse Q9BXY0_human
A0A8I3MVG5_dog A0A8I5NUK4_baboon F7GFR6_opossum Q1RMU1_cow Q2TJ95_mouse Q9BXY4_human
A0A2I3LK13_baboon A0A8I3PU62_dog F1MD06_cow F7AQQ8_opossum Q8BUG5_mouse Q9BXY5_human
A0A2I3NEJ1_baboon A0A5F8GY49_opossum A0A8I3PBC9_dog E1BBH7_cow E9Q3M5_mouse Q9BY07_human
A0A096MZV1_baboon A0A5F8HAF9_opossum A0A8I3PRF8_dog E1BCB3_cow Q9BY08_human Q9D0P0_mouse
A0A096P0U8_baboon F6V5F1_opossum Q58D30_cow Q866G7_dog Q8CA03_mouse Q9BY10_human
A0A096NMU2_baboon A0A5F8H5M5_opossum A0A8I3PLF0_dog B2RXS3_mouse F1MRU6_cow Q9BY12_human
A0A2I3NBY3_baboon A0A8I3PCP1_dog F7GDK6_opossum G5E538_cow Q91ZE5_mouse Q9BY15_human
A0A096MKK8_baboon A0A8I3QCS2_dog E1BN46_cow F7GEB2_opossum Q99MT7_mouse Q9BY21_human
A0A8I3RYP7_dog A0A8I5NLH0_baboon F7CG88_opossum Q2KIC5_cow Q9BY32_human Q9D892_mouse
A0A096MM52_baboon A0A8I3PJC3_dog F6SGB2_opossum Q0VCB2_cow Q8VH37_mouse Q9BY41_human
A0A2I3LJJ5_baboon A0A5F8H315_opossum A0A8I3Q6G3_dog F1MNT2_cow Q99K95_mouse Q9BY42_human
A0A2I3M702_baboon A0A8I3PNA6_dog F1MBF0_cow F6T2J6_opossum Q8BJW6_mouse Q9BY44_human
A0A096MUY9_baboon A0A5F8GA62_opossum A0A8I3N0C6_dog G3X6L7_cow Q99MZ7_mouse Q9BY49_human
A0A096N061_baboon F7ARM9_opossum P13679_dog Q2KI36_cow Q9BY50_human Q9D8V7_mouse
A0A2I3MCR9_baboon A0A5F8HCB9_opossum A0A8I3MMZ2_dog Q2TBL2_cow Q8R5M8_mouse Q9BY67_human
A0A8I3N1M2_dog A0A8I5NRQ1_baboon F7D756_opossum Q2KJ51_cow Q9BY76_human Q9Z1P8_mouse
A0A2I3MDA7_baboon A0A8I3NIS2_dog A7YW33_cow F6PQY3_opossum Q8BG81_mouse Q9BY77_human
A0A096NCT6_baboon A0A8I3PQ41_dog E1BAA9_cow F6PGB7_opossum Q6PCP3_mouse Q9BY84_human
A0A096NW65_baboon A0A8I3Q4Z7_dog E1BC55_cow F7AVU4_opossum Q8BRV5_mouse Q9BY89_human
A0A096NVM7_baboon A0A5F8GVU1_opossum A0A8I3MHX5_dog F1N4H9_cow Q9BYC5_human Q9WTS2_mouse
A0A096NG95_baboon A0A8I3NYY6_dog H9H605_opossum Q2TBI6_cow Q9BYC8_human Q9DCI9_mouse
A0A2I3LH75_baboon A0A5F8GYZ8_opossum A0A8I3Q621_dog Q2TBR2_cow Q9BYC9_human Q9CQL4_mouse
A0A5F8GC35_opossum A0A8I3N8J3_dog A0A8I5QZS2_baboon Q3SYS1_cow Q9BYD1_human Q9D1P0_mouse
A0A8I3PWN1_dog A9X1A9_baboon F7CQD1_opossum Q2TBK2_cow Q99N94_mouse Q9BYD2_human
A0A2I3LHC5_baboon A0A8I3QHV4_dog F7CG27_opossum Q32PI6_cow Q9BYD3_human Q9DCU6_mouse
A0A096MSA0_baboon A0A8I3RZ19_dog A6QPQ5_cow F7G3Q6_opossum Q99N96_mouse Q9BYD6_human
A0A8I3S1W2_dog A0A8I5N6I1_baboon F7DSU1_opossum Q2TBH3_cow Q8BXF8_mouse Q9BYD9_human
A0A096P2T5_baboon A0A5F8G9J1_opossum A0A8I3QEJ3_dog E1BJY1_cow Q8BKT2_mouse Q9BYE0_human
A0A8I3PTC0_dog A0A8I5NKQ5_baboon E1BJL2_cow F7FZY6_opossum Q99NA9_mouse Q9BYE7_human
A0A2I3LZY5_baboon A0A8I3NHU1_dog E1BF45_cow E9Q7P9_mouse F7F5P8_opossum Q9BYE9_human
A0A096N4X9_baboon A0A8I3QCM1_dog F6WXR7_opossum Q58DD0_cow Q8R0I0_mouse Q9BYF1_human
A0A096NAZ1_baboon A0A8I3PY24_dog F6XSZ6_opossum Q3SZM1_cow Q91VE6_mouse Q9BYG3_human
A0A096NW70_baboon A0A5F8H752_opossum A0A8I3MUJ4_dog A5D7L3_cow Q9BYG4_human Q9JK84_mouse
A0A096NNP6_baboon A0A8I3PSX6_dog F7F794_opossum G5E5R6_cow Q9BYG5_human Q9JK83_mouse
A0A2I3N1H8_baboon A0A8I3MK05_dog F7GJC6_opossum Q58DE2_cow Q7TNB4_mouse Q9BYG7_human
A0A096N6T9_baboon A0A5F8G553_opossum A0A8I3Q3J6_dog F1MF04_cow Q6P1D5_mouse Q9BYH1_human
A0A096MMP5_baboon A0A8I3PPM9_dog F6WGJ9_opossum Q9BE45_cow Q9BYH8_human Q9EST8_mouse
A0A096NGN0_baboon A0A5F8HH95_opossum A0A8I3MZQ3_dog E1BFZ6_cow Q6P9N1_mouse Q9BYI3_human
A0A096P2T4_baboon A0A8I3PUA6_dog E1BIT6_cow F7F9J1_opossum Q9BYJ1_human Q9WV07_mouse
A0A8I3P1N4_dog A0A8I5QZY3_baboon E1BAQ2_cow F6QHV0_opossum P59326_mouse Q9BYJ9_human
A0A096NN33_baboon A0A5F8H6M4_opossum A0A8I3PHD3_dog E1BCS6_cow Q7TST3_mouse Q9BYL1_human
A0A2I3M7Q1_baboon A0A8I3P2P4_dog F6VDA7_opossum Q1JPC8_cow Q9BYM8_human Q9WUB0_mouse
A0A8I3NX66_dog A0A8I5NQ71_baboon E1BMY2_cow F6VCF5_opossum Q9BYN0_human Q9D975_mouse
A0A096NUU2_baboon A0A5F8G3S1_opossum A0A8I3PUK6_dog E1BE18_cow Q6PGC9_mouse Q9BYN7_human
A0A8I3S1G4_dog A0A8I5R1Q0_baboon F7FVQ7_opossum Q3SZ86_cow Q80ZS3_mouse Q9BYN8_human
A0A5F4CZ72_dog A0A5F8H719_opossum A0A8I5R9T2_baboon Q24JX9_cow Q9BYR6_human Q9D638_mouse
A0A096N3I6_baboon A0A8I3NGQ2_dog F6X4G9_opossum Q2KHU2_cow Q8VDB8_mouse Q9BYS8_human
A0A2I3LDZ1_baboon A0A5F8GZS3_opossum A0A8I3PEG6_dog F6Q7Q6_cow Q8VCL5_mouse Q9BYT1_human
A0A096MRA6_baboon A0A452DJB6_cow A0A8I3NIB3_dog F7EE88_opossum Q924X7_mouse Q9BYT3_human
A0A2I3M9P7_baboon A0A8I3N427_dog A2VDQ5_cow F7E635_opossum Q91YP2_mouse Q9BYT8_human
A0A2I3M869_baboon A0A8I3PN56_dog A2AHL1_mouse F1MHG6_cow F7CQ03_opossum Q9BYT9_human
A0A0A0MVA3_baboon A0A5F8HE59_opossum A0A8I3NTP0_dog F1MTS2_cow Q99NE9_mouse Q9BYU1_human
A0A096N5D7_baboon A0A8I3MGB1_dog F1MLG7_cow F7F6D0_opossum Q3UEG6_mouse Q9BYV1_human
A0A2I3LP15_baboon A0A8I3N499_dog F7E1B1_opossum Q58D15_cow Q9BYV2_human Q9ERP3_mouse
A0A096N8D2_baboon A0A5F8GD44_opossum A0A8I3NWA8_dog E1BCL8_cow G3X8Y1_mouse Q9BYV6_human
A0A2I3MSM2_baboon A0A8I3MG13_dog F1N2Z9_cow F6TNK3_opossum Q99NF1_mouse Q9BYV7_human
A0A096MW61_baboon A0A5F8H0L6_opossum A0A8I3NSZ7_dog F1MUG2_cow Q99NF3_mouse Q9BYV8_human
A0A8I3NIX1_dog A0A8I5NVY0_baboon E1BIQ6_cow F6T9N9_opossum P97303_mouse Q9BYV9_human
A0A096MU20_baboon A0A3Q1MJ95_cow A0A8I3NCV7_dog E9Q5F9_mouse F6UQE2_opossum Q9BYW2_human
A0A096P126_baboon A0A8I3N0M0_dog A6QP29_cow B1AVH7_mouse F6PZI4_opossum Q9BYX2_human
A0A096NWE4_baboon A0A5F8GBV6_opossum A0A8I3Q3V4_dog E1BJZ0_cow Q8R5F7_mouse Q9BYX4_human
A0A2I3N9Z9_baboon A0A3Q1LM53_cow A0A8I3NZK6_dog F7FZT3_opossum Q91V93_mouse Q9BYZ6_human
A0A096NA80_baboon A0A8I3NBX6_dog F7AEE1_opossum Q3ZCG9_cow Q9BYZ8_human Q9D8G5_mouse
A0A2I3LYK3_baboon A0A5F8GG89_opossum A0A8I3P747_dog F1MQ43_cow Q8BIK4_mouse Q9BZ29_human
A0A096N7L5_baboon A0A8I3PLY1_dog F6QQB6_cow F6TF58_opossum Q3UFK8_mouse Q9BZ67_human
A0A096N8X0_baboon A0A3Q1N8M0_cow A0A8I3PH01_dog F6PJX0_opossum Q6ZPQ6_mouse Q9BZ72_human
A0A096NGC0_baboon A0A5F8H4T7_opossum A0A8I3NPJ0_dog E1BNH7_cow Q6P2L6_mouse Q9BZ95_human
A0A2I3NFB7_baboon A0A3Q1N768_cow A0A8I3PN96_dog F6ZNL5_mouse K7DZY1_opossum Q9BZA7_human
A0A8I3N613_dog A0A8I5N098_baboon F1MSH0_cow F6RHI7_opossum P70166_mouse Q9BZB8_human
A0A096P4T6_baboon A0A8I3RS19_dog A1A4N1_cow F6PVB3_opossum Q99P65_mouse Q9BZD2_human
A0A096N8R1_baboon A0A8I3S9L8_dog A6H7B3_cow F7AKT0_opossum Q99P69_mouse Q9BZD4_human
A0A096N4G3_baboon A0A5F8G6W6_opossum A0A8I3SAE1_dog E1BIA2_cow Q8BGN6_mouse Q9BZD6_human
A0A096NLE3_baboon A0A8I3MFM7_dog E1BKE4_cow F7ER90_opossum Q8VDL9_mouse Q9BZE0_human
