cellular_component,biological_process,molecular_functions,mean
"['nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'cytosol', 'organelle']","['mRNA metabolic process', 'snRNA metabolic process', 'ribosome biogenesis', 'defense response to other organism']","['DNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on RNA']",0.11097766666666666
"['nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'cytosol', 'organelle']","['immune system process', 'DNA recombination', 'tRNA metabolic process', 'mRNA metabolic process', 'snRNA metabolic process', 'ribosome biogenesis', 'anatomical structure development']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'catalytic activity, acting on RNA']",0.11471273333333333
"['cytoskeleton', 'plasma membrane', 'organelle']","['cytoskeleton organization', 'establishment or maintenance of cell polarity', 'cell motility']","['cytoskeletal protein binding', 'molecular adaptor activity']",0.32340959999999996
"['cytoskeleton', 'organelle']","['immune system process', 'intracellular protein transport', 'microtubule-based movement', 'signaling', 'cell differentiation', 'anatomical structure development']","['cytoskeletal motor activity', 'catalytic activity', 'cytoskeletal protein binding', 'hydrolase activity', 'ATP-dependent activity']",0.13193533333333332
"['nucleus', 'nucleoplasm', 'nucleolus', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cytoskeleton organization', 'programmed cell death', 'signaling', 'cell differentiation', 'protein modification process', 'anatomical structure development', 'nervous system process']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.1686592
"['nucleus', 'cytosol', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'programmed cell death', 'signaling']","['catalytic activity', 'transferase activity']",0.14445233333333332
"['nucleus', 'chromosome', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription']","['DNA binding', 'catalytic activity', 'transferase activity', 'transcription regulator activity']",0.07364073333333332
"['nucleus', 'nucleoplasm', 'organelle']","['chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'protein modification process', 'anatomical structure development']","['DNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein', 'transcription regulator activity']",0.22445453333333334
"['endoplasmic reticulum', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'vesicle-mediated transport', 'membrane organization']",['structural molecule activity'],0.2836533333333333
"['nucleus', 'nucleoplasm', 'cytosol', 'cytoskeleton', 'organelle']","['mitotic cell cycle', 'cytokinesis', 'cytoskeleton organization', 'cell differentiation', 'anatomical structure development', 'cell motility', 'protein-containing complex assembly', 'mitotic nuclear division']",['cytoskeletal protein binding'],0.2775283333333334
"['extracellular region', 'extracellular space', 'cytosol', 'organelle']",['programmed cell death'],"['catalytic activity', 'hydrolase activity', 'catalytic activity, acting on a protein']",0.06894973333333333
"['plasma membrane', 'cilium', 'organelle']","['signaling', 'nervous system process', 'transmembrane transport']",['transporter activity'],0.3269158666666667
"['nucleus', 'organelle']","['chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'protein modification process', 'anatomical structure development']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.08673613333333335
"['nucleus', 'nucleoplasm', 'nucleolus', 'organelle']","['mitotic cell cycle', 'chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'extracellular matrix organization']","['DNA binding', 'catalytic activity', 'transferase activity', 'transcription regulator activity']",0.10227473333333334
"['cytosol', 'cytoskeleton', 'plasma membrane', 'organelle']","['cell junction organization', 'membrane organization']","['catalytic activity', 'oxidoreductase activity', 'transferase activity']",0.0149444
"['extracellular region', 'extracellular space', 'cytoskeleton', 'organelle']",['cytoskeleton organization'],"['cytoskeletal motor activity', 'cytoskeletal protein binding', 'ATP-dependent activity']",0.10458086666666665
['plasma membrane'],None,None,0.4129790666666666
"['extracellular region', 'extracellular space', 'lysosome', 'vacuole', 'Golgi apparatus', 'plasma membrane', 'organelle']","['programmed cell death', 'signaling', 'cell differentiation', 'anatomical structure development', 'carbohydrate derivative metabolic process']",None,0.30736193333333334
"['cytoskeleton', 'organelle']","['cytokinesis', 'cytoskeleton organization', 'vesicle-mediated transport', 'cell differentiation', 'anatomical structure development', 'cell motility', 'membrane organization']","['lipid binding', 'molecular adaptor activity']",0.05889293333333333
"['nucleus', 'nucleoplasm', 'nucleolus', 'organelle']","['chromatin organization', 'ribosome biogenesis', 'anatomical structure development']",['RNA binding'],0.20194886666666667
"['mitochondrion', 'organelle']",None,['lipid binding'],0.12662993333333333
"['nucleus', 'plasma membrane', 'organelle']","['DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'cell junction organization', 'protein modification process', 'anatomical structure development']",None,0.0027206666666666672
"['Golgi apparatus', 'cytoplasmic vesicle', 'organelle']","['immune system process', 'cell differentiation', 'anatomical structure development', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.08121166666666667
"['nucleus', 'endosome', 'Golgi apparatus', 'microtubule organizing center', 'cytosol', 'cytoskeleton', 'cytoplasmic vesicle', 'organelle']","['cytokinesis', 'programmed cell death', 'signaling', 'protein modification process', 'anatomical structure development']","['catalytic activity', 'transferase activity', 'molecular function regulator activity', 'catalytic activity, acting on a protein']",0.049754733333333336
"['nucleus', 'mitochondrion', 'cytosol', 'organelle']","['generation of precursor metabolites and energy', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'lipid metabolic process', 'sulfur compound metabolic process', 'protein modification process', 'nervous system process', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'ligase activity', 'transcription regulator activity']",0.08660226666666665
"['nucleus', 'cytoskeleton', 'organelle']",['protein modification process'],"['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.27479633333333336
"['nucleus', 'nuclear envelope', 'nucleoplasm', 'cytosol', 'organelle']","['reproductive process', 'cell differentiation', 'protein modification process', 'membrane organization']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.08086053333333335
['plasma membrane'],"['chromatin organization', 'protein modification process', 'protein-containing complex assembly']","['catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.020950066666666666
"['extracellular region', 'extracellular space']","['signaling', 'cell differentiation', 'anatomical structure development']","['receptor ligand activity', 'molecular function regulator activity']",0.4460957333333334
"['mitochondrion', 'cytosol', 'plasma membrane', 'organelle']","['programmed cell death', 'signaling']",None,0.15158026666666666
"['nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'mitochondrion', 'cytosol', 'organelle']","['immune system process', 'chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'signaling', 'cell differentiation', 'protein modification process', 'ribosome biogenesis', 'defense response to other organism']","['RNA binding', 'catalytic activity', 'hydrolase activity', 'molecular function regulator activity', 'catalytic activity, acting on RNA', 'ATP-dependent activity']",0.18481173333333337
"['endoplasmic reticulum', 'Golgi apparatus', 'cytoplasmic vesicle', 'organelle']","['intracellular protein transport', 'vesicle-mediated transport', 'membrane organization', 'protein-containing complex assembly']","['catalytic activity', 'GTPase activity', 'hydrolase activity']",0.05214780000000001
"['nuclear chromosome', 'nucleus', 'nucleoplasm', 'chromosome', 'organelle']",['DNA replication'],"['DNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on DNA']",0.10470819999999999
"['extracellular region', 'extracellular space', 'cytosol', 'organelle']","['carbohydrate metabolic process', 'nucleobase-containing small molecule metabolic process', 'carbohydrate derivative metabolic process']","['catalytic activity', 'transferase activity']",0.08706486666666666
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']",['membrane organization'],None,0.09110973333333332
"['nucleus', 'nucleoplasm', 'chromosome', 'Golgi apparatus', 'organelle']","['chromatin organization', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'inflammatory response', 'microtubule-based movement', 'reproductive process', 'signaling', 'protein modification process', 'anatomical structure development', 'cell motility']","['DNA binding', 'catalytic activity', 'transferase activity', 'catalytic activity, acting on a protein']",0.07886739999999999
['cytosol'],"['cytoplasmic translation', 'immune system process', 'signaling', 'cell differentiation', 'anatomical structure development']","['translation regulator activity', 'molecular function regulator activity']",0.14421693333333335
"['nucleus', 'nucleoplasm', 'chromosome', 'nucleolus', 'cytosol', 'organelle']","['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'cell differentiation', 'anatomical structure development']","['DNA binding', 'transcription regulator activity']",0.13009320000000002
"['nucleus', 'nucleoplasm', 'cytosol', 'organelle']","['mRNA metabolic process', 'cell differentiation', 'anatomical structure development']",['RNA binding'],0.018172200000000003
['plasma membrane'],"['immune system process', 'DNA-templated transcription', 'regulation of DNA-templated transcription', 'signaling', 'cell differentiation', 'anatomical structure development', 'cell motility', 'nervous system process']","['receptor ligand activity', 'molecular function regulator activity']",0.14921886666666664
